reason,xml_file,source_corpus,wav_file,start,end,start_sample,end_sample,audio_total_samples,error
zero_length_segment,MYUC-1042.xml,whole-utterance,MYUC-1042.wav,494.979,494.936,7919664,7918976,13127263,
zero_length_segment,MYUC-1042.xml,whole-utterance,MYUC-1042.wav,508.858,508.824,8141728,8141184,13127263,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
no_audio,vocab-20180914-Tisu.xml,whole-utterance,vocab-20180914-Tisu.wav,,,,,,
zero_length_segment,ADJ_tall_1st_pl_01_JS.xml,sentence-level-word,ADJ_tall_1st_pl_01_JS.wav,6.0,8.0,96000,128000,19885,
zero_length_segment,ADJ_tall_1st_pl_01_JS.xml,sentence-level-word,ADJ_tall_1st_pl_01_JS.wav,8.0,12.0,128000,192000,19885,
zero_length_segment,ADJ_tall_1st_sg_01_JS.xml,sentence-level-word,ADJ_tall_1st_sg_01_JS.wav,6.0,10.0,96000,160000,10647,
zero_length_segment,ADJ_tall_1st_sg_01_JS.xml,sentence-level-word,ADJ_tall_1st_sg_01_JS.wav,1.0,6.0,16000,96000,10647,
zero_length_segment,ADJ_tall_2nd_sg_form_01_JS.xml,sentence-level-word,ADJ_tall_2nd_sg_form_01_JS.wav,7.0,11.0,112000,176000,16032,
zero_length_segment,ADJ_tall_2nd_sg_inf_01_JS.xml,sentence-level-word,ADJ_tall_2nd_sg_inf_01_JS.wav,6.0,10.0,96000,160000,15117,
zero_length_segment,ADJ_tall_2nd_sg_inf_01_JS.xml,sentence-level-word,ADJ_tall_2nd_sg_inf_01_JS.wav,1.0,6.0,16000,96000,15117,
zero_length_segment,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.xml,sentence-level-word,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.wav,4.0,30.0,64000,480000,38074,
zero_length_segment,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.xml,sentence-level-word,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.wav,13.0,31.0,208000,496000,38074,
zero_length_segment,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.xml,sentence-level-word,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.wav,10.0,13.0,160000,208000,38074,
zero_length_segment,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.xml,sentence-level-word,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.wav,22.0,32.0,352000,512000,38074,
zero_length_segment,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.xml,sentence-level-word,ADPOS-CONFG_above-over-north_01_02_03_spkrTS.wav,19.0,22.0,304000,352000,38074,
zero_length_segment,ADPOS-CONFG_below-under-south_01_02_spkrTS.xml,sentence-level-word,ADPOS-CONFG_below-under-south_01_02_spkrTS.wav,6.0,19.0,96000,304000,31011,
zero_length_segment,ADPOS-CONFG_below-under-south_01_02_spkrTS.xml,sentence-level-word,ADPOS-CONFG_below-under-south_01_02_spkrTS.wav,8.0,14.0,128000,224000,31011,
zero_length_segment,ADPOS-CONFG_below-under-south_01_02_spkrTS.xml,sentence-level-word,ADPOS-CONFG_below-under-south_01_02_spkrTS.wav,14.0,20.0,224000,320000,31011,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,13.0,17.0,208000,272000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,7.0,13.0,112000,208000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,17.0,60.0,272000,960000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,19.0,25.0,304000,400000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,34.0,61.0,544000,976000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,30.0,34.0,480000,544000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,25.0,30.0,400000,480000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,37.0,43.0,592000,688000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,48.0,52.0,768000,832000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,52.0,62.0,832000,992000,69886,
zero_length_segment,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml,sentence-level-word,CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,43.0,48.0,688000,768000,69886,
zero_length_segment,CMND_come_down_01_02_03_TS.xml,sentence-level-word,CMND_come_down_01_02_03_TS.wav,5.0,25.0,80000,400000,65902,
zero_length_segment,CMND_come_down_01_02_03_TS.xml,sentence-level-word,CMND_come_down_01_02_03_TS.wav,12.0,26.0,192000,416000,65902,
zero_length_segment,CMND_come_down_01_02_03_TS.xml,sentence-level-word,CMND_come_down_01_02_03_TS.wav,8.0,12.0,128000,192000,65902,
zero_length_segment,CMND_come_down_01_02_03_TS.xml,sentence-level-word,CMND_come_down_01_02_03_TS.wav,15.0,19.0,240000,304000,65902,
zero_length_segment,CMND_come_down_01_02_03_TS.xml,sentence-level-word,CMND_come_down_01_02_03_TS.wav,19.0,27.0,304000,432000,65902,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,37.0,43.0,592000,688000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,22.0,25.0,352000,400000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,43.0,99.0,688000,1584000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,32.0,37.0,512000,592000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,25.0,32.0,400000,512000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,46.0,54.0,736000,864000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,80.0,86.0,1280000,1376000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,76.0,80.0,1216000,1280000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,59.0,65.0,944000,1040000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,65.0,68.0,1040000,1088000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,68.0,76.0,1088000,1216000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,54.0,59.0,864000,944000,258560,
zero_length_segment,CONFIG-body_parts-back_butt_01_02_03_TS.xml,sentence-level-word,CONFIG-body_parts-back_butt_01_02_03_TS.wav,86.0,100.0,1376000,1600000,258560,
zero_length_segment,CONFIG-body_parts-ears_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_01_02_TS.wav,14.0,43.0,224000,688000,170198,
zero_length_segment,CONFIG-body_parts-ears_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_01_02_TS.wav,26.0,28.0,416000,448000,170198,
zero_length_segment,CONFIG-body_parts-ears_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_01_02_TS.wav,33.0,44.0,528000,704000,170198,
zero_length_segment,CONFIG-body_parts-ears_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_01_02_TS.wav,20.0,26.0,320000,416000,170198,
zero_length_segment,CONFIG-body_parts-ears_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_01_02_TS.wav,28.0,33.0,448000,528000,170198,
zero_length_segment,CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,14.0,19.0,224000,304000,193590,
zero_length_segment,CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,19.0,47.0,304000,752000,193590,
zero_length_segment,CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,22.0,28.0,352000,448000,193590,
zero_length_segment,CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,31.0,35.0,496000,560000,193590,
zero_length_segment,CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,41.0,48.0,656000,768000,193590,
zero_length_segment,CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,28.0,31.0,448000,496000,193590,
zero_length_segment,CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,35.0,41.0,560000,656000,193590,
zero_length_segment,CONFIG-body_parts-face_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_01_02_TS.wav,12.0,39.0,192000,624000,87245,
zero_length_segment,CONFIG-body_parts-face_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_01_02_TS.wav,7.0,12.0,112000,192000,87245,
zero_length_segment,CONFIG-body_parts-face_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_01_02_TS.wav,24.0,29.0,384000,464000,87245,
zero_length_segment,CONFIG-body_parts-face_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_01_02_TS.wav,18.0,21.0,288000,336000,87245,
zero_length_segment,CONFIG-body_parts-face_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_01_02_TS.wav,29.0,40.0,464000,640000,87245,
zero_length_segment,CONFIG-body_parts-face_head_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_01_02_TS.wav,21.0,24.0,336000,384000,87245,
zero_length_segment,CONFIG-body_parts-face_head_3s-inf_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_3s-inf_01_02_TS.wav,11.0,36.0,176000,576000,80538,
zero_length_segment,CONFIG-body_parts-face_head_3s-inf_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_3s-inf_01_02_TS.wav,6.0,11.0,96000,176000,80538,
zero_length_segment,CONFIG-body_parts-face_head_3s-inf_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_3s-inf_01_02_TS.wav,23.0,27.0,368000,432000,80538,
zero_length_segment,CONFIG-body_parts-face_head_3s-inf_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_3s-inf_01_02_TS.wav,20.0,23.0,320000,368000,80538,
zero_length_segment,CONFIG-body_parts-face_head_3s-inf_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_3s-inf_01_02_TS.wav,17.0,20.0,272000,320000,80538,
zero_length_segment,CONFIG-body_parts-face_head_3s-inf_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-face_head_3s-inf_01_02_TS.wav,27.0,37.0,432000,592000,80538,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,21.0,50.0,336000,800000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,9.0,14.0,144000,224000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,7.0,9.0,112000,144000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,14.0,21.0,224000,336000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,24.0,30.0,384000,480000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,38.0,44.0,608000,704000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,33.0,38.0,528000,608000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,44.0,51.0,704000,816000,110228,
zero_length_segment,CONFIG-body_parts-head_chest_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_chest_01_02_TS.wav,30.0,33.0,480000,528000,110228,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,37.0,94.0,592000,1504000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,22.0,25.0,352000,400000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,16.0,22.0,256000,352000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,33.0,37.0,528000,592000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,10.0,16.0,160000,256000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,25.0,33.0,400000,528000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,72.0,77.0,1152000,1232000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,43.0,51.0,688000,816000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,51.0,56.0,816000,896000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,62.0,64.0,992000,1024000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,64.0,72.0,1024000,1152000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,56.0,62.0,896000,992000,129792,
zero_length_segment,CONFIG-body_parts-head_foot_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-head_foot_01_02_TS.wav,77.0,95.0,1232000,1520000,129792,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,12.0,15.0,192000,240000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,23.0,28.0,368000,448000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,15.0,20.0,240000,320000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,20.0,23.0,320000,368000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,31.0,75.0,496000,1200000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,28.0,31.0,448000,496000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,34.0,42.0,544000,672000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,45.0,48.0,720000,768000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,42.0,45.0,672000,720000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,63.0,66.0,1008000,1056000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,57.0,63.0,912000,1008000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,48.0,54.0,768000,864000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,54.0,57.0,864000,912000,152886,
zero_length_segment,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml,sentence-level-word,CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,66.0,76.0,1056000,1216000,152886,
zero_length_segment,DGTS_191919191919_01_spkrTS.xml,sentence-level-word,DGTS_191919191919_01_spkrTS.wav,15.0,17.0,240000,272000,125418,
zero_length_segment,DGTS_191919191919_01_spkrTS.xml,sentence-level-word,DGTS_191919191919_01_spkrTS.wav,13.0,15.0,208000,240000,125418,
zero_length_segment,DGTS_191919191919_01_spkrTS.xml,sentence-level-word,DGTS_191919191919_01_spkrTS.wav,11.0,13.0,176000,208000,125418,
zero_length_segment,DGTS_191919191919_01_spkrTS.xml,sentence-level-word,DGTS_191919191919_01_spkrTS.wav,9.0,11.0,144000,176000,125418,
zero_length_segment,DGTS_191919191919_01_spkrTS.xml,sentence-level-word,DGTS_191919191919_01_spkrTS.wav,17.0,19.0,272000,304000,125418,
zero_length_segment,DGTS_191919191919_01_spkrTS.xml,sentence-level-word,DGTS_191919191919_01_spkrTS.wav,19.0,31.0,304000,496000,125418,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,24.0,26.0,384000,416000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,22.0,24.0,352000,384000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,14.0,18.0,224000,288000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,26.0,31.0,416000,496000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,31.0,35.0,496000,560000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,7.0,9.0,112000,144000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,9.0,14.0,144000,224000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,35.0,51.0,560000,816000,89431,
zero_length_segment,DGTS_415-251-1554_01_spkrTS.xml,sentence-level-word,DGTS_415-251-1554_01_spkrTS.wav,18.0,22.0,288000,352000,89431,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,6.0,9.0,96000,144000,59616,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,9.0,35.0,144000,560000,59616,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,11.0,14.0,176000,224000,59616,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,17.0,36.0,272000,576000,59616,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,14.0,17.0,224000,272000,59616,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,20.0,25.0,320000,400000,59616,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,29.0,37.0,464000,592000,59616,
zero_length_segment,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,sentence-level-word,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,25.0,29.0,400000,464000,59616,
zero_length_segment,GRT_hello-how_are_you-form_01_spkrTS.xml,sentence-level-word,GRT_hello-how_are_you-form_01_spkrTS.wav,7.0,11.0,112000,176000,16483,
no_audio,N-V_pain-hurt-JS-TTS.xml,whole-utterance,N-V_pain-hurt-JS-TTS.wav,,,,,,
zero_length_segment,NP-ADJ_short_man_01_02_JS.xml,sentence-level-word,NP-ADJ_short_man_01_02_JS.wav,4.0,22.0,64000,352000,60614,
zero_length_segment,NP-ADJ_short_man_01_02_JS.xml,sentence-level-word,NP-ADJ_short_man_01_02_JS.wav,13.0,23.0,208000,368000,60614,
zero_length_segment,NP-ADJ_short_man_01_02_JS.xml,sentence-level-word,NP-ADJ_short_man_01_02_JS.wav,10.0,13.0,160000,208000,60614,
zero_length_segment,NP-ADJ_tall_woman_01_02_03_JS.xml,sentence-level-word,NP-ADJ_tall_woman_01_02_03_JS.wav,13.0,20.0,208000,320000,76761,
zero_length_segment,NP-ADJ_tall_woman_01_02_03_JS.xml,sentence-level-word,NP-ADJ_tall_woman_01_02_03_JS.wav,10.0,13.0,160000,208000,76761,
zero_length_segment,NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,sentence-level-word,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,4.0,29.0,64000,464000,47715,
zero_length_segment,NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,sentence-level-word,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,13.0,30.0,208000,480000,47715,
zero_length_segment,NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,sentence-level-word,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,10.0,13.0,160000,208000,47715,
zero_length_segment,NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,sentence-level-word,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,20.0,31.0,320000,496000,47715,
zero_length_segment,NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,sentence-level-word,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,17.0,20.0,272000,320000,47715,
zero_length_segment,NP_a_fat_baby_01_spkrTS.xml,sentence-level-word,NP_a_fat_baby_01_spkrTS.wav,10.0,18.0,160000,288000,27468,
zero_length_segment,NP_a_fat_baby_01_spkrTS.xml,sentence-level-word,NP_a_fat_baby_01_spkrTS.wav,4.0,10.0,64000,160000,27468,
zero_length_segment,NP_a_fat_baby_02_spkrTS.xml,sentence-level-word,NP_a_fat_baby_02_spkrTS.wav,3.0,9.0,48000,144000,28873,
zero_length_segment,NP_a_fat_baby_02_spkrTS.xml,sentence-level-word,NP_a_fat_baby_02_spkrTS.wav,9.0,18.0,144000,288000,28873,
zero_length_segment,NP_new_bird_01_spkrJS.xml,sentence-level-word,NP_new_bird_01_spkrJS.wav,4.0,9.0,64000,144000,26397,
